"lexSet_ord","ageGroup","sex","measurement.no","preSeg","dur","id","word","fit","se.fit"
"hole","Old","Female",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1040.24568349823,57.1289463988667
"holy","Old","Female",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",908.722638503396,136.044357744138
"hole","Young","Female",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1196.31407412545,81.1695813669293
"holy","Young","Female",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1064.79102913062,150.135570485728
"hole","Old","Male",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1388.75280352371,83.0649986149789
"holy","Old","Male",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1257.22975852888,148.0265178432
"hole","Young","Male",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1544.82119415094,99.5789837862878
"holy","Young","Male",10.2040816326531,"none",0.100166666666667,"D58A_FO","OLD",1413.29814915611,160.11204773598
"hole","Old","Female",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1037.32747529173,54.9220708490481
"holy","Old","Female",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",911.736224783845,130.856365507799
"hole","Young","Female",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1194.3825717975,78.2899255261952
"holy","Young","Female",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1068.79132128962,144.633451274007
"hole","Old","Male",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1376.47960317912,80.0752421717345
"holy","Old","Male",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1250.88835267124,142.410486127509
"hole","Young","Male",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1533.5346996849,96.0644278052309
"holy","Young","Male",12.2448979591837,"none",0.100166666666667,"D58A_FO","OLD",1407.94344917702,154.20650018961
"hole","Old","Female",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1033.87015640516,52.7660460817773
"holy","Old","Female",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",914.210699969434,125.76170353807
"hole","Young","Female",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1191.91196075814,75.4751981648472
"holy","Young","Female",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1072.25250432242,139.237150573525
"hole","Old","Male",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1363.66729100404,77.1491534973842
"holy","Old","Male",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1244.00783456832,136.893283246966
"hole","Young","Male",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1521.70909535703,92.6235021454252
"holy","Young","Male",14.2857142857143,"none",0.100166666666667,"D58A_FO","OLD",1402.0496389213,148.410310849931
"hole","Old","Female",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1029.76161611141,50.681016086832
"holy","Old","Female",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",916.033952843835,120.777915235392
"hole","Young","Female",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1188.79013052089,72.7424438946515
"holy","Young","Female",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1075.06246725332,133.964621891878
"hole","Old","Male",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1350.20375604152,74.3035706067752
"holy","Old","Male",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1236.47609277395,131.492617099738
"hole","Young","Male",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1509.232270451,89.2724709149076
"holy","Young","Male",16.3265306122449,"none",0.100166666666667,"D58A_FO","OLD",1395.50460718343,142.741651832704
"hole","Old","Female",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1024.88974368879,48.6660812531535
"holy","Old","Female",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",917.093872196157,115.915110848271
"hole","Young","Female",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1184.90497060471,70.0942727480138
"holy","Young","Female",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1077.10909911207,128.827281864681
"hole","Old","Male",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1335.97688734004,71.5412963377946
"holy","Old","Male",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1228.1810158474,126.219606983221
"hole","Young","Male",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1495.99211425595,86.016167547979
"holy","Young","Male",18.3673469387755,"none",0.100166666666667,"D58A_FO","OLD",1388.19624276331,137.212788059601
"hole","Old","Female",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1019.14265830906,46.6960740609782
"holy","Old","Female",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",917.27857670771,111.174813566547
"hole","Young","Female",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1180.14460042126,67.516920828499
"holy","Young","Female",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1078.28051881991,123.829053674536
"hole","Old","Male",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1320.87480384137,68.8491591522472
"holy","Old","Male",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1219.01072224003,121.077769062567
"hole","Young","Male",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1481.87674595357,82.8464566506553
"holy","Young","Male",20.4081632653061,"none",0.100166666666667,"D58A_FO","OLD",1380.01266435222,131.829203599532
"hole","Old","Female",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1012.45720889275,44.7541141758803
"holy","Old","Female",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",916.524914551567,106.56384009517
"hole","Young","Female",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1174.44586898052,65.0030574584043
"holy","Young","Female",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1078.51357463934,118.97890712727
"hole","Old","Male",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1304.8343542122,66.2203356130733
"holy","Old","Male",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1208.90205987102,116.075808578673
"hole","Young","Male",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1466.82301429998,79.7608570748202
"holy","Young","Male",22.4489795918367,"none",0.100166666666667,"D58A_FO","OLD",1370.8907199588,126.601407543093
"hole","Old","Female",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1004.87896683314,42.8679198044758
"holy","Old","Female",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",914.878455800026,102.109817118117
"hole","Young","Female",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1167.85434742944,62.5766476958794
"holy","Young","Female",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1077.85383639633,114.304687208819
"hole","Old","Male",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1287.90110953852,63.6788165239674
"holy","Old","Male",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1197.90059850542,111.241904561126
"hole","Young","Male",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1450.87649013483,76.7828519027604
"holy","Young","Male",24.4897959183673,"none",0.100166666666667,"D58A_FO","OLD",1360.87597910172,121.557988138724
"hole","Old","Female",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",996.468944901515,41.0688682603888
"holy","Old","Female",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",912.400211825794,97.8442216256049
"hole","Young","Female",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",1160.43104824753,60.2643146456225
"holy","Young","Female",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",1076.36231517181,109.837753837483
"hole","Old","Male",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",1270.13608227714,61.2514330548472
"holy","Old","Male",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",1186.06734920142,106.608180535241
"hole","Young","Male",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",1434.09818562316,73.9385967727407
"holy","Young","Male",26.530612244898,"none",0.100166666666667,"D58A_FO","OLD",1350.02945254744,116.731259658713
"hole","Old","Female",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",987.294514054436,39.3685722063507
"holy","Old","Female",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",909.157552186841,93.7927993321089
"hole","Young","Female",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",1152.24334209958,58.0793080764382
"holy","Young","Female",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",1074.10638023198,105.604361908374
"hole","Old","Male",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",1251.60664307009,58.9522018998607
"holy","Old","Male",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",1173.4696812025,102.201979964852
"hole","Young","Male",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",1416.55547111524,71.2439212929136
"holy","Young","Male",28.5714285714286,"none",0.100166666666667,"D58A_FO","OLD",1338.41850924764,112.149228350156
"hole","Old","Female",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",977.426705917466,37.7546018487768
"holy","Old","Female",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",905.221507106274,89.973871296431
"hole","Young","Female",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",1143.36226031786,56.0189835062233
"holy","Young","Female",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",1071.15706150667,101.62420819864
"hole","Old","Male",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",1232.38382323011,56.7797156957694
"holy","Old","Male",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",1160.17862441892,98.0443354527443
"hole","Young","Male",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",1398.31937763051,68.702255819873
"holy","Young","Male",30.6122448979592,"none",0.100166666666667,"D58A_FO","OLD",1326.11417881931,107.834230085999
"hole","Old","Female",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",966.96651222228,36.2269455181431
"holy","Old","Female",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",900.693066613156,86.4136163576412
"hole","Young","Female",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",1133.88879422342,54.0896908635353
"holy","Young","Female",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",1067.61534861429,97.9239823868272
"hole","Old","Male",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",1212.56861430288,54.7415754326671
"holy","Old","Male",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",1146.29516869375,94.163997647211
"hole","Young","Male",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",1379.49089630402,66.3248776316442
"holy","Young","Male",32.6530612244898,"none",0.100166666666667,"D58A_FO","OLD",1313.21745069489,103.815692085821
"hole","Old","Female",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",956.065663302511,34.8290186833528
"holy","Old","Female",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",895.723958829728,83.1588679293986
"hole","Young","Female",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",1123.97467354036,52.3271039286108
"holy","Young","Female",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",1063.63296906758,94.5484356339823
"hole","Old","Male",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",1192.31274665108,52.8745720723043
"holy","Old","Male",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",1131.9710421783,90.6091687798177
"hole","Young","Male",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",1360.22175688893,64.147448444601
"holy","Young","Male",34.6938775510204,"none",0.100166666666667,"D58A_FO","OLD",1299.88005241615,100.140602851774
"hole","Old","Female",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",944.88080435346,33.6019581389255
"holy","Old","Female",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",890.470826690621,80.2574091577554
"hole","Young","Female",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",1113.77654283519,50.7649545447473
"holy","Young","Female",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",1059.36656517235,91.5427124325936
"hole","Old","Male",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",1171.77286551992,51.2139161631281
"holy","Old","Male",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",1117.36288785708,87.4293758955202
"hole","Young","Male",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",1340.66860400165,62.2044317493772
"holy","Young","Male",36.734693877551,"none",0.100166666666667,"D58A_FO","OLD",1286.25862633881,96.8568497609756
"hole","Old","Female",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",933.568580604365,32.5603600386114
"holy","Old","Female",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",885.090313164397,77.7469738419511
"hole","Young","Female",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",1103.45104670834,49.4190151999669
"holy","Young","Female",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",1054.97277926837,88.9426454345417
"hole","Old","Male",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",1151.10561618851,49.7772908899729
"holy","Old","Male",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",1102.62734874855,84.6652748141065
"hole","Young","Male",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",1320.98808229249,60.5158634131239
"holy","Young","Male",38.7755102040816,"none",0.100166666666667,"D58A_FO","OLD",1272.50981485252,94.0039361594081
"hole","Old","Female",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",922.285558243191,31.691316660974
"holy","Old","Female",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",879.738982181174,75.6535554265268
"hole","Young","Female",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",1093.15475071612,48.2867813123402
"holy","Young","Female",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",1050.6081746541,86.7733630515814
"hole","Old","Male",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",1130.46756489952,48.5643237147559
"holy","Old","Male",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",1087.9209888375,82.3469064554525
"hole","Young","Male",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",1301.33675737244,59.0868216697443
"holy","Young","Male",40.8163265306122,"none",0.100166666666667,"D58A_FO","OLD",1258.79018131043,91.6114313213747
"hole","Old","Female",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",911.185230706508,30.9971899068946
"holy","Old","Female",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",874.570325029431,74.0075708452622
"hole","Young","Female",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",1083.04114755187,47.3755321079049
"holy","Young","Female",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",1046.42624187479,85.0634455641457
"hole","Old","Male",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",1110.01220533069,47.5842919854298
"holy","Old","Male",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",1073.39729965361,80.5082617437851
"hole","Young","Male",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",1281.86812217605,57.9300088652197
"holy","Young","Male",42.8571428571429,"none",0.100166666666667,"D58A_FO","OLD",1245.25321649897,89.7120686464226
"hole","Old","Female",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",900.417099818145,30.5137991087909
"holy","Old","Female",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",869.733841527484,72.8494468702794
"hole","Young","Female",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",1073.25973815129,46.7137196126818
"holy","Young","Female",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",1042.57647986063,83.8497258785753
"hole","Old","Male",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",1089.88903978931,46.8674253038842
"holy","Old","Male",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",1059.20578149865,79.1920880790436
"hole","Young","Male",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",1262.73167812246,57.0747398440321
"holy","Young","Male",44.8979591836735,"none",0.100166666666667,"D58A_FO","OLD",1232.04841983179,88.3459797872757
"hole","Old","Female",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",890.13040063573,30.2622200285323
"holy","Old","Female",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",865.378764736981,72.2073305299186
"hole","Young","Female",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",1063.95975667419,46.3191493073427
"holy","Young","Female",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",1039.20812077544,83.1579555241142
"hole","Old","Male",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",1070.24730383265,46.4331204960667
"holy","Old","Male",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",1045.4956679339,78.4290246829778
"hole","Young","Male",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",1244.07665987111,56.5405715378407
"holy","Young","Male",46.9387755102041,"none",0.100166666666667,"D58A_FO","OLD",1219.32502397237,87.5419831665906
"hole","Old","Female",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",880.474368216892,30.2323943724318
"holy","Old","Female",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",861.654327719569,72.0884109337892
"hole","Young","Female",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",1055.29043728039,46.1882595641077
"holy","Young","Female",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",1036.47039678307,82.9954324114955
"hole","Old","Male",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",1051.23623301799,46.2790167970878
"holy","Old","Male",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",1032.41619252066,78.229197237412
"hole","Young","Male",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",1226.05230208148,56.3281324008894
"holy","Young","Male",48.9795918367347,"none",0.100166666666667,"D58A_FO","OLD",1207.23226158416,87.3101572706064
"hole","Old","Female",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",871.595384712344,30.3923054990213
"holy","Old","Female",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",858.706910657022,72.4815804085741
"hole","Young","Female",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",1047.39816123614,46.3018165239257
"holy","Young","Female",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",1034.50968718082,83.3533433631294
"hole","Old","Male",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",1033.00220999987,46.3865126156598
"holy","Old","Male",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",1020.11373594455,78.5842924270287
"hole","Young","Male",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",1208.80498652367,56.423451154392
"holy","Young","Male",51.0204081632653,"none",0.100166666666667,"D58A_FO","OLD",1195.91651246834,87.6437258176748
"hole","Old","Female",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",863.574215413711,30.7389920827234
"holy","Old","Female",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",856.617277494044,73.3786079330471
"hole","Young","Female",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",1040.36369325607,46.6580353507147
"holy","Young","Female",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",1033.4067553364,84.2250540144788
"hole","Old","Male",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",1015.62600067027,46.7538034871533
"holy","Old","Male",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",1008.6690627506,79.4868735525698
"hole","Young","Male",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",1192.41547851263,56.8249791496389
"holy","Young","Male",53.0612244897959,"none",0.100166666666667,"D58A_FO","OLD",1185.45854059296,88.5362986295847
"hole","Old","Female",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",856.426008753529,31.2979977239406
"holy","Old","Female",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",855.400575938267,74.7746242606606
"hole","Young","Female",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",1034.20218150318,47.2724659043346
"holy","Young","Female",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",1033.17674868792,85.6064648695565
"hole","Old","Male",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",999.12275415856,47.3957940412892
"holy","Old","Male",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",998.097321343299,80.9308682027186
"hole","Young","Male",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",1176.89892690821,57.5435717688845
"holy","Young","Male",55.1020408163265,"none",0.100166666666667,"D58A_FO","OLD",1175.87349409295,89.9822638643485
"hole","Old","Female",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",850.16306025742,32.0731580152016
"holy","Old","Female",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",855.069100817454,76.6485750467991
"hole","Young","Female",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",1028.9259212469,48.1452096358267
"holy","Young","Female",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",1033.83196180693,87.4788903902032
"hole","Old","Male",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",983.504766691408,48.3114149256757
"holy","Old","Male",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",988.410807251442,82.8937049269297
"hole","Young","Male",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",1162.26762768089,58.5757404610818
"holy","Young","Male",57.1428571428571,"none",0.100166666666667,"D58A_FO","OLD",1167.17366824092,91.9606945185979
"hole","Old","Female",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",844.797665451005,33.0392200179635
"holy","Old","Female",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",855.635146959364,78.9621740702339
"hole","Young","Female",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",1024.54720775668,49.255853624918
"holy","Young","Female",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",1035.38468926504,89.80790220872
"hole","Old","Male",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",968.78433449547,49.4787193782958
"holy","Old","Male",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",979.621816003829,85.3356118649181
"hole","Young","Male",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",1148.53387680114,59.8997386352775
"holy","Young","Male",59.1836734693878,"none",0.100166666666667,"D58A_FO","OLD",1159.3713583095,94.4345645297711
"hole","Old","Female",61.2244897959184,"none",0.100166666666667,"D58A_FO","OLD",840.337991644159,34.1586915386876
"holy","Old","Female",61.2244897959184,"none",0.100166666666667,"D58A_FO","OLD",857.10688102939,81.6690723155283
"hole","Young","Female",61.2244897959184,"none",0.100166666666667,"D58A_FO","OLD",1021.07420811269,50.5744063794101
"holy","Young","Female",61.2244897959184,"none",0.100166666666667,"D58A_FO","OLD",1037.84309749792,92.5511388895991
"hole","Old","Male",61.2244897959184,"none",0.100166666666667,"D58A_FO","OLD",954.969625570954,50.8660093104389
"holy","Old","Male",61.2244897959184,"none",0.100166666666667,"D58A_FO","OLD",971.738514956185,88.2084463817465
