"lexSet_ord","ageGroup","sex","measurement.no","preSeg","dur","id","word","fit","se.fit"
"holy","Young","Male",36.734693877551,"none",0.138951289398281,"019_FO","OLDER",1503.44997236419,58.837568515694
"hole","Old","Female",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1051.34513097123,24.4148189161711
"holey","Old","Female",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1270.41659781344,32.6947512502213
"holy","Old","Female",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1516.05986341538,40.7966984549338
"hole","Young","Female",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1000.80665610456,36.3877075314102
"holey","Young","Female",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1219.87812294677,42.3976624613338
"holy","Young","Female",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1465.5213885487,49.0655591653769
"hole","Old","Male",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1080.94612886086,36.2086093098147
"holey","Old","Male",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1300.01759570307,42.2167985438084
"holy","Old","Male",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1545.660861305,48.8595218916828
"hole","Young","Male",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1030.40765399419,47.735765144096
"holey","Young","Male",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1249.4791208364,52.4455061108129
"holy","Young","Male",38.7755102040816,"none",0.138951289398281,"019_FO","OLDER",1495.12238643833,58.0514373631834
"hole","Old","Female",40.8163265306122,"none",0.138951289398281,"019_FO","OLDER",1039.36089243848,23.8716259620681
"holey","Old","Female",40.8163265306122,"none",0.138951289398281,"019_FO","OLDER",1261.23786188162,31.979132058968
"holy","Old","Female",40.8163265306122,"none",0.138951289398281,"019_FO","OLDER",1508.56166887385,40.2397738059269
"hole","Young","Female",40.8163265306122,"none",0.138951289398281,"019_FO","OLDER",988.119506365167,35.9139238891189
